RowIndex,ReportingUnit,ReportingUnitName,DAUNumber,CoNumber,Name_ID,DAUName,CoName
194,DAU39221,DAU39221,392,21,DAU39221 : East Marin - Marin,East Marin,Marin
195,DAU25515,DAU25515,255,15,DAU25515 : Semitropic - Kern,Semitropic,Kern
197,DAU33413,DAU33413,334,13,DAU33413 : Ford - Imperial,Ford,Imperial
199,DAU34533,DAU34533,345,33,DAU34533 : Palo Verde - Riverside,Palo Verde,Riverside
200,DAU24910,DAU24910,249,10,DAU24910 : Ciervo Hills - Fresno,Ciervo Hills,Fresno
201,DAU15418,DAU15418,154,18,DAU15418 : Feather River - Lassen,Feather River,Lassen
202,DAU33036,DAU33036,330,36,DAU33036 : Lanfair - San Bernardino,Lanfair,San Bernardino
204,DAU25115,DAU25115,251,15,DAU25115 : Reef Ridge - Kern,Reef Ridge,Kern
205,DAU24116,DAU24116,241,16,DAU24116 : Tulare Lake - Kings,Tulare Lake,Kings
209,DAU25315,DAU25315,253,15,DAU25315 : Temblor - Kern,Temblor,Kern
212,DAU18501,DAU18501,185,1,DAU18501 : San Joaquin Delta - Alameda,San Joaquin Delta,Alameda
213,DAU05435,DAU05435,54,35,DAU05435 : Gabilan Range - San Benito,Gabilan Range,San Benito
215,DAU34833,DAU34833,348,33,DAU34833 : Coachella - Riverside,Coachella,Riverside
216,DAU21624,DAU21624,216,24,DAU21624 : West Side - Merced,West Side,Merced
220,DAU19650,DAU19650,196,50,DAU19650 : Stanislaus-Tuolumne Interstrea - Stanislaus,Stanislaus-Tuolumne Interstrea,Stanislaus
223,DAU26518,DAU26518,265,18,DAU26518 : Herlong - Lassen,Herlong,Lassen
227,DAU20022,DAU20022,200,22,DAU20022 : Fresno River - Mariposa,Fresno River,Mariposa
228,DAU30314,DAU30314,303,14,DAU30314 : Indian Wells - Inyo,Indian Wells,Inyo
230,DAU30636,DAU30636,306,36,DAU30636 : Rosamond-Palmdale - San Bernardino,Rosamond-Palmdale,San Bernardino
231,DAU24216,DAU24216,242,16,DAU24216 : Kaweah Delta - Kings,Kaweah Delta,Kings
232,DAU10036,DAU10036,100,36,DAU10036 : San Bernardino - San Bernardino,San Bernardino,San Bernardino
233,DAU32536,DAU32536,325,36,DAU32536 : Deadman - San Bernardino,Deadman,San Bernardino
234,DAU01012,DAU01012,10,12,DAU01012 : Lower Klamath - Humboldt,Lower Klamath,Humboldt
235,DAU31536,DAU31536,315,36,DAU31536 : Coyote - Death Valley - San Bernardino,Coyote - Death Valley,San Bernardino
238,DAU21739,DAU21739,217,39,DAU21739 : Del Puerto Creek - San Joaquin,Del Puerto Creek,San Joaquin
239,DAU34136,DAU34136,341,36,DAU34136 : Chemehuevis - San Bernardino,Chemehuevis,San Bernardino
240,DAU23910,DAU23910,239,10,DAU23910 : Alta - Fresno,Alta,Fresno
244,DAU14704,DAU14704,147,4,DAU14704 : Eastside Creek Group - Butte,Eastside Creek Group,Butte
247,DAU16851,DAU16851,168,51,DAU16851 : Yuba City-Gridley - Sutter,Yuba City-Gridley,Sutter
248,DAU19207,DAU19207,192,7,DAU19207 : Antioch-Corral Hollow - Contra Costa,Antioch-Corral Hollow,Contra Costa
249,DAU24710,DAU24710,247,10,DAU24710 : Kettleman Hills - Fresno,Kettleman Hills,Fresno
249,DAU24710,DAU24710,247,10,DAU24710 : Kettleman Hills - Fresno,Kettleman Hills,Fresno
251,DAU20824,DAU20824,208,24,DAU20824 : Turlock - Merced,Turlock,Merced
252,DAU28914,DAU28914,289,14,DAU28914 : Pahrump - Inyo,Pahrump,Inyo
254,DAU06135,DAU06135,61,35,DAU06135 : Santa Cruz Mountains - San Benito,Santa Cruz Mountains,San Benito
257,DAU21124,DAU21124,211,24,DAU21124 : Merced Stream Group - Merced,Merced Stream Group,Merced
258,DAU02112,DAU02112,21,12,DAU02112 : Van Duzen - Humboldt,Van Duzen,Humboldt
259,DAU19850,DAU19850,198,50,DAU19850 : Tuolumne-Merced Interstream - Stanislaus,Tuolumne-Merced Interstream,Stanislaus
262,DAU23015,DAU23015,230,15,DAU23015 : Lower Kern River - Kern,Lower Kern River,Kern
263,DAU26418,DAU26418,264,18,DAU26418 : Susanville - Lassen,Susanville,Lassen
265,DAU19624,DAU19624,196,24,DAU19624 : Stanislaus-Tuolumne Interstrea - Merced,Stanislaus-Tuolumne Interstrea,Merced
267,DAU04048,DAU04048,40,48,DAU04048 : Napa - Solano,Napa,Solano
271,DAU25340,DAU25340,253,40,DAU25340 : Temblor - San Luis Obispo,Temblor,San Luis Obispo
272,DAU25815,DAU25815,258,15,DAU25815 : Arvin-Edison - Kern,Arvin-Edison,Kern
275,DAU29014,DAU29014,290,14,DAU29014 : Mesquite - Inyo,Mesquite,Inyo
276,DAU19455,DAU19455,194,55,DAU19455 : Stanislaus River - Tuolumne,Stanislaus River,Tuolumne
277,DAU21420,DAU21420,214,20,DAU21420 : Adobe - Valley Eastside - Madera,Adobe - Valley Eastside,Madera
283,DAU17548,DAU17548,175,48,DAU17548 : Putah Creek - Solano,Putah Creek,Solano
284,DAU28636,DAU28636,286,36,DAU28636 : Valjean - San Bernardino,Valjean,San Bernardino
286,DAU15404,DAU15404,154,4,DAU15404 : Feather River - Butte,Feather River,Butte
287,DAU22024,DAU22024,220,24,DAU22024 : Los Banos Creek - Merced,Los Banos Creek,Merced
287,DAU22024,DAU22024,220,24,DAU22024 : Los Banos Creek - Merced,Los Banos Creek,Merced
288,DAU30315,DAU30315,303,15,DAU30315 : Indian Wells - Kern,Indian Wells,Kern
293,DAU34913,DAU34913,349,13,DAU34913 : East Salton Sea - Imperial,East Salton Sea,Imperial
297,DAU01408,DAU01408,14,8,DAU01408 : Smith River Basin - Del Norte,Smith River Basin,Del Norte
298,DAU25415,DAU25415,254,15,DAU25415 : Kern Delta - Kern,Kern Delta,Kern
303,DAU03721,DAU03721,37,21,DAU03721 : Bodega - Marin,Bodega,Marin
304,DAU29915,DAU29915,299,15,DAU29915 : Searles - Kern,Searles,Kern
311,DAU17602,DAU17602,176,2,DAU17602 : Consumnes-Mokelumne-Calaveras - Alpine,Consumnes-Mokelumne-Calaveras,Alpine
314,DAU23410,DAU23410,234,10,DAU23410 : Academy - Fresno,Academy,Fresno
315,DAU02012,DAU02012,20,12,DAU02012 : Lower Eel - Humboldt,Lower Eel,Humboldt
316,DAU27626,DAU27626,276,26,DAU27626 : Long - Mono,Long,Mono
318,DAU17251,DAU17251,172,51,DAU17251 : Placer - Sutter,Placer,Sutter
319,DAU25240,DAU25240,252,40,DAU25240 : Grapevine - San Luis Obispo,Grapevine,San Luis Obispo
321,DAU04338,DAU04338,43,38,DAU04338 : South Bay Peninsula - NA,South Bay Peninsula,NA
322,DAU26846,DAU26846,268,46,DAU26846 : Truckee-Tahoe - Sierra,Truckee-Tahoe,Sierra
323,DAU13647,DAU13647,136,47,DAU13647 : Upper Shasta Lake - Siskiyou,Upper Shasta Lake,Siskiyou
326,DAU27526,DAU27526,275,26,DAU27526 : Adobe - Mono-Owens area - Mono,Adobe - Mono-Owens area,Mono
329,DAU07542,DAU07542,75,42,DAU07542 : South Coast - Santa Barbara,South Coast,Santa Barbara
330,DAU24054,DAU24054,240,54,DAU24054 : Orange Cove - Tulare,Orange Cove,Tulare
332,DAU21520,DAU21520,215,20,DAU21520 : Gravelly Ford - Madera,Gravelly Ford,Madera
333,DAU40323,DAU40323,403,23,DAU40323 : Upper Russian - Mendocino,Upper Russian,Mendocino
334,DAU16406,DAU16406,164,6,DAU16406 : Glenn-Knights Landing - Colusa,Glenn-Knights Landing,Colusa
337,DAU17417,DAU17417,174,17,DAU17417 : Cache Creek - Lake,Cache Creek,Lake
342,DAU19720,DAU19720,197,20,DAU19720 : Merced River - Madera,Merced River,Madera
344,DAU34837,DAU34837,348,37,DAU34837 : Coachella - San Diego,Coachella,San Diego
350,DAU16257,DAU16257,162,57,DAU16257 : Lower Cache Creek - Yolo,Lower Cache Creek,Yolo
351,DAU04507,DAU04507,45,7,DAU04507 : Livermore - Contra Costa,Livermore,Contra Costa
352,DAU26802,DAU26802,268,2,DAU26802 : Truckee-Tahoe - Alpine,Truckee-Tahoe,Alpine
357,DAU05944,DAU05944,59,44,DAU05944 : Watsonville - Santa Cruz,Watsonville,Santa Cruz
360,DAU32436,DAU32436,324,36,DAU32436 : Lavic - San Bernardino,Lavic,San Bernardino
362,DAU00712,DAU00712,7,12,DAU00712 : Trinity - Humboldt,Trinity,Humboldt
363,DAU35613,DAU35613,356,13,DAU35613 : Amos-Agilby - Imperial,Amos-Agilby,Imperial
364,DAU33233,DAU33233,332,33,DAU33233 : Ward - Riverside,Ward,Riverside
366,DAU05427,DAU05427,54,27,DAU05427 : Gabilan Range - Monterey,Gabilan Range,Monterey
367,DAU02517,DAU02517,25,17,DAU02517 : Upper Eel - Lake,Upper Eel,Lake
369,DAU06235,DAU06235,62,35,DAU06235 : South Santa Clara Valley - San Benito,South Santa Clara Valley,San Benito
370,DAU16704,DAU16704,167,4,DAU16704 : Butte City - Butte,Butte City,Butte
371,DAU31236,DAU31236,312,36,DAU31236 : Lower Mojave - San Bernardino,Lower Mojave,San Bernardino
372,DAU16357,DAU16357,163,57,DAU16357 : Willows-Arbuckle - Yolo,Willows-Arbuckle,Yolo
373,DAU30036,DAU30036,300,36,DAU30036 : Cuddeback - San Bernardino,Cuddeback,San Bernardino
374,DAU23710,DAU23710,237,10,DAU23710 : Lower Kings River - Fresno,Lower Kings River,Fresno
375,DAU29814,DAU29814,298,14,DAU29814 : Panamint - Inyo,Panamint,Inyo
376,DAU35237,DAU35237,352,37,DAU35237 : Anza - San Diego,Anza,San Diego
377,DAU18450,DAU18450,184,50,DAU18450 : Bachelor Valley - Stanislaus,Bachelor Valley,Stanislaus
378,DAU09619,DAU09619,96,19,DAU09619 : Orange - Los Angeles,Orange,Los Angeles
379,DAU31336,DAU31336,313,36,DAU31336 : Afton - San Bernardino,Afton,San Bernardino
380,DAU15809,DAU15809,158,9,DAU15809 : American River - El Dorado,American River,El Dorado
382,DAU23115,DAU23115,231,15,DAU23115 : Caliente Creek - Kern,Caliente Creek,Kern
383,DAU23310,DAU23310,233,10,DAU23310 : Fresno - Fresno,Fresno,Fresno
384,DAU15631,DAU15631,156,31,DAU15631 : Yuba-Bear Rivers - Placer,Yuba-Bear Rivers,Placer
385,DAU29036,DAU29036,290,36,DAU29036 : Mesquite - San Bernardino,Mesquite,San Bernardino
386,DAU04707,DAU04707,47,7,DAU04707 : Oakland - Contra Costa,Oakland,Contra Costa
390,DAU22654,DAU22654,226,54,DAU22654 : Tule River - Tulare,Tule River,Tulare
393,DAU04128,DAU04128,41,28,DAU04128 : Solano - Napa,Solano,Napa
397,DAU11430,DAU11430,114,30,DAU11430 : Viego - Orange,Viego,Orange
398,DAU24010,DAU24010,240,10,DAU24010 : Orange Cove - Fresno,Orange Cove,Fresno
400,DAU07240,DAU07240,72,40,DAU07240 : Cuyama Valley-SLO - San Luis Obispo,Cuyama Valley-SLO,San Luis Obispo
401,DAU33833,DAU33833,338,33,DAU33833 : Hayfield - Riverside,Hayfield,Riverside
402,DAU24716,DAU24716,247,16,DAU24716 : Kettleman Hills - Kings,Kettleman Hills,Kings
402,DAU24716,DAU24716,247,16,DAU24716 : Kettleman Hills - Kings,Kettleman Hills,Kings
406,DAU17457,DAU17457,174,57,DAU17457 : Cache Creek - Yolo,Cache Creek,Yolo
410,DAU26618,DAU26618,266,18,DAU26618 : Upper Honey Lake - Lassen,Upper Honey Lake,Lassen
411,DAU07656,DAU07656,76,56,DAU07656 : Cuyama Valley-SB - Ventura,Cuyama Valley-SB,Ventura
412,DAU03849,DAU03849,38,49,DAU03849 : West Marin - Sonoma,West Marin,Sonoma
417,DAU18105,DAU18105,181,5,DAU18105 : Ione-Jenny Lind - Calaveras,Ione-Jenny Lind,Calaveras
418,DAU20020,DAU20020,200,20,DAU20020 : Fresno River - Madera,Fresno River,Madera
419,DAU27714,DAU27714,277,14,DAU27714 : Upper Owens - Inyo,Upper Owens,Inyo
422,DAU02712,DAU02712,27,12,DAU02712 : Mattole-Bear - Humboldt,Mattole-Bear,Humboldt
423,DAU19239,DAU19239,192,39,DAU19239 : Antioch-Corral Hollow - San Joaquin,Antioch-Corral Hollow,San Joaquin
424,DAU32036,DAU32036,320,36,DAU32036 : Johnson - San Bernardino,Johnson,San Bernardino
425,DAU04701,DAU04701,47,1,DAU04701 : Oakland - Alameda,Oakland,Alameda
426,DAU11033,DAU11033,110,33,DAU11033 : Temecula - Riverside,Temecula,Riverside
427,DAU19402,DAU19402,194,2,DAU19402 : Stanislaus River - Alpine,Stanislaus River,Alpine
429,DAU24515,DAU24515,245,15,DAU24515 : Kettleman Plain - Kern,Kettleman Plain,Kern
430,DAU20420,DAU20420,204,20,DAU20420 : Little Dry Creek - Madera,Little Dry Creek,Madera
433,DAU19405,DAU19405,194,5,DAU19405 : Stanislaus River - Calaveras,Stanislaus River,Calaveras
440,DAU09019,DAU09019,90,19,DAU09019 : San Fernando - Los Angeles,San Fernando,Los Angeles
441,DAU23916,DAU23916,239,16,DAU23916 : Alta - Kings,Alta,Kings
443,DAU26015,DAU26015,260,15,DAU26015 : Buena Vista Valley - Kern,Buena Vista Valley,Kern
447,DAU13018,DAU13018,130,18,DAU13018 : Goose Lake-Alturas - Lassen,Goose Lake-Alturas,Lassen
448,DAU30214,DAU30214,302,14,DAU30214 : Upper Cactus - Inyo,Upper Cactus,Inyo
453,DAU14252,DAU14252,142,52,DAU14252 : Red Bluff-Orland - Tehama,Red Bluff-Orland,Tehama
455,DAU20539,DAU20539,205,39,DAU20539 : South San Joaquin ID - San Joaquin,South San Joaquin ID,San Joaquin
456,DAU15904,DAU15904,159,4,DAU15904 : Honcut Foothill - Butte,Honcut Foothill,Butte
457,DAU07556,DAU07556,75,56,DAU07556 : South Coast - Ventura,South Coast,Ventura
460,DAU35713,DAU35713,357,13,DAU35713 : Salton Sea - Imperial,Salton Sea,Imperial
462,DAU16451,DAU16451,164,51,DAU16451 : Glenn-Knights Landing - Sutter,Glenn-Knights Landing,Sutter
463,DAU40423,DAU40423,404,23,DAU40423 : Middle Russian - Mendocino,Middle Russian,Mendocino
464,DAU31436,DAU31436,314,36,DAU31436 : Troy - San Bernardino,Troy,San Bernardino
465,DAU31036,DAU31036,310,36,DAU31036 : Middle Mojave - San Bernardino,Middle Mojave,San Bernardino
466,DAU03212,DAU03212,32,12,DAU03212 : Eureka Plain - Humboldt,Eureka Plain,Humboldt
467,DAU11433,DAU11433,114,33,DAU11433 : Viego - Riverside,Viego,Riverside
468,DAU19157,DAU19157,191,57,DAU19157 : Vacaville - Yolo,Vacaville,Yolo
469,DAU27814,DAU27814,278,14,DAU27814 : Lower Owens - Inyo,Lower Owens,Inyo
471,DAU20410,DAU20410,204,10,DAU20410 : Little Dry Creek - Fresno,Little Dry Creek,Fresno
483,DAU09630,DAU09630,96,30,DAU09630 : Orange - Orange,Orange,Orange
486,DAU23610,DAU23610,236,10,DAU23610 : Consolidated - Fresno,Consolidated,Fresno
491,DAU19605,DAU19605,196,5,DAU19605 : Stanislaus-Tuolumne Interstrea - Calaveras,Stanislaus-Tuolumne Interstrea,Calaveras
492,DAU35437,DAU35437,354,37,DAU35437 : Coyote Wells - San Diego,Coyote Wells,San Diego
493,DAU02512,DAU02512,25,12,DAU02512 : Upper Eel - Humboldt,Upper Eel,Humboldt
494,DAU13445,DAU13445,134,45,DAU13445 : MacArthur-Hat Creek - Shasta,MacArthur-Hat Creek,Shasta
495,DAU30415,DAU30415,304,15,DAU30415 : Fremont - Kern,Fremont,Kern
496,DAU26225,DAU26225,262,25,DAU26225 : Surprise Valley - Modoc,Surprise Valley,Modoc
497,DAU13418,DAU13418,134,18,DAU13418 : MacArthur-Hat Creek - Lassen,MacArthur-Hat Creek,Lassen
498,DAU02812,DAU02812,28,12,DAU02812 : Redwood Creek - Humboldt,Redwood Creek,Humboldt
502,DAU22210,DAU22210,222,10,DAU22210 : Kings River - Fresno,Kings River,Fresno
503,DAU18507,DAU18507,185,7,DAU18507 : San Joaquin Delta - Contra Costa,San Joaquin Delta,Contra Costa
505,DAU15632,DAU15632,156,32,DAU15632 : Yuba-Bear Rivers - Plumas,Yuba-Bear Rivers,Plumas
510,DAU35513,DAU35513,355,13,DAU35513 : Davies - Imperial,Davies,Imperial
512,DAU14345,DAU14345,143,45,DAU14345 : Redding East - Shasta,Redding East,Shasta
514,DAU17158,DAU17158,171,58,DAU17158 : Yuba - Yuba,Yuba,Yuba
515,DAU14145,DAU14145,141,45,DAU14145 : Redding West - Shasta,Redding West,Shasta
516,DAU40523,DAU40523,405,23,DAU40523 : Dry Creek - Mendocino,Dry Creek,Mendocino
518,DAU29436,DAU29436,294,36,DAU29436 : Nelson - San Bernardino,Nelson,San Bernardino
519,DAU33533,DAU33533,335,33,DAU33533 : Palen - Riverside,Palen,Riverside
521,DAU13025,DAU13025,130,25,DAU13025 : Goose Lake-Alturas - Modoc,Goose Lake-Alturas,Modoc
523,DAU34933,DAU34933,349,33,DAU34933 : East Salton Sea - Riverside,East Salton Sea,Riverside
524,DAU24516,DAU24516,245,16,DAU24516 : Kettleman Plain - Kings,Kettleman Plain,Kings
525,DAU39149,DAU39149,391,49,DAU39149 : South Sonoma - Sonoma,South Sonoma,Sonoma
526,DAU21635,DAU21635,216,35,DAU21635 : West Side - San Benito,West Side,San Benito
527,DAU06840,DAU06840,68,40,DAU06840 : Arroyo Grande - San Luis Obispo,Arroyo Grande,San Luis Obispo
528,DAU25110,DAU25110,251,10,DAU25110 : Reef Ridge - Fresno,Reef Ridge,Fresno
529,DAU24354,DAU24354,243,54,DAU24354 : Tule Delta - Tulare,Tule Delta,Tulare
532,DAU13225,DAU13225,132,25,DAU13225 : Big Valley - Modoc,Big Valley,Modoc
533,DAU35213,DAU35213,352,13,DAU35213 : Anza - Imperial,Anza,Imperial
534,DAU02511,DAU02511,25,11,DAU02511 : Upper Eel - Glenn,Upper Eel,Glenn
536,DAU34433,DAU34433,344,33,DAU34433 : Big Wash - Riverside,Big Wash,Riverside
539,DAU02153,DAU02153,21,53,DAU02153 : Van Duzen - Trinity,Van Duzen,Trinity
541,DAU03053,DAU03053,30,53,DAU03053 : Mad-Trinidad - Trinity,Mad-Trinidad,Trinity
542,DAU22354,DAU22354,223,54,DAU22354 : Kings-Kaweah Interstream - Tulare,Kings-Kaweah Interstream,Tulare
545,DAU00125,DAU00125,1,25,DAU00125 : Lost River - Modoc,Lost River,Modoc
548,DAU15646,DAU15646,156,46,DAU15646 : Yuba-Bear Rivers - Sierra,Yuba-Bear Rivers,Sierra
552,DAU29536,DAU29536,295,36,DAU29536 : Bicycle - San Bernardino,Bicycle,San Bernardino
553,DAU22754,DAU22754,227,54,DAU22754 : Deer Creek - Tulare,Deer Creek,Tulare
556,DAU20750,DAU20750,207,50,DAU20750 : Modesto Reservoir - Stanislaus,Modesto Reservoir,Stanislaus
556,DAU20750,DAU20750,207,50,DAU20750 : Modesto Reservoir - Stanislaus,Modesto Reservoir,Stanislaus
557,DAU28314,DAU28314,283,14,DAU28314 : Saline - Inyo,Saline,Inyo
559,DAU30015,DAU30015,300,15,DAU30015 : Cuddeback - Kern,Cuddeback,Kern
562,DAU35333,DAU35333,353,33,DAU35333 : Imperial - Riverside,Imperial,Riverside
565,DAU27002,DAU27002,270,2,DAU27002 : Carson-Walker - Alpine,Carson-Walker,Alpine
568,DAU28114,DAU28114,281,14,DAU28114 : Deep Springs - Inyo,Deep Springs,Inyo
570,DAU17605,DAU17605,176,5,DAU17605 : Consumnes-Mokelumne-Calaveras - Calaveras,Consumnes-Mokelumne-Calaveras,Calaveras
571,DAU05727,DAU05727,57,27,DAU05727 : Santa Lucia Range - Monterey,Santa Lucia Range,Monterey
575,DAU28536,DAU28536,285,36,DAU28536 : Death Valley - San Bernardino,Death Valley,San Bernardino
578,DAU20850,DAU20850,208,50,DAU20850 : Turlock - Stanislaus,Turlock,Stanislaus
581,DAU18034,DAU18034,180,34,DAU18034 : Elk Grove - Sacramento,Elk Grove,Sacramento
583,DAU34233,DAU34233,342,33,DAU34233 : Quien Sabe - Riverside,Quien Sabe,Riverside
584,DAU08142,DAU08142,81,42,DAU08142 : Ventura County - Santa Barbara,Ventura County,Santa Barbara
587,DAU19655,DAU19655,196,55,DAU19655 : Stanislaus-Tuolumne Interstrea - Tuolumne,Stanislaus-Tuolumne Interstrea,Tuolumne
588,DAU23954,DAU23954,239,54,DAU23954 : Alta - Tulare,Alta,Tulare
589,DAU21024,DAU21024,210,24,DAU21024 : Merced - Merced,Merced,Merced
590,DAU09833,DAU09833,98,33,DAU09833 : Riverside North - Riverside,Riverside North,Riverside
591,DAU04607,DAU04607,46,7,DAU04607 : Walnut Creek - Contra Costa,Walnut Creek,Contra Costa
593,DAU25915,DAU25915,259,15,DAU25915 : Antelope Plain - Kern,Antelope Plain,Kern
597,DAU10430,DAU10430,104,30,DAU10430 : Riverside South - Orange,Riverside South,Orange
600,DAU09236,DAU09236,92,36,DAU09236 : San Gabriel - San Bernardino,San Gabriel,San Bernardino
601,DAU14404,DAU14404,144,4,DAU14404 : Los Molinos - Butte,Los Molinos,Butte
602,DAU34836,DAU34836,348,36,DAU34836 : Coachella - San Bernardino,Coachella,San Bernardino
603,DAU15829,DAU15829,158,29,DAU15829 : American River - Nevada,American River,Nevada
604,DAU23716,DAU23716,237,16,DAU23716 : Lower Kings River - Kings,Lower Kings River,Kings
605,DAU34333,DAU34333,343,33,DAU34333 : Vidal - Riverside,Vidal,Riverside
607,DAU32936,DAU32936,329,36,DAU32936 : Fenner - San Bernardino,Fenner,San Bernardino
609,DAU24935,DAU24935,249,35,DAU24935 : Ciervo Hills - San Benito,Ciervo Hills,San Benito
612,DAU25715,DAU25715,257,15,DAU25715 : Northeastern Kern - Kern,Northeastern Kern,Kern
615,DAU16651,DAU16651,166,51,DAU16651 : Durham-Sutter - Sutter,Durham-Sutter,Sutter
616,DAU22454,DAU22454,224,54,DAU22454 : Kaweah River - Tulare,Kaweah River,Tulare
617,DAU08719,DAU08719,87,19,DAU08719 : Malibu - Los Angeles,Malibu,Los Angeles
618,DAU13447,DAU13447,134,47,DAU13447 : MacArthur-Hat Creek - Siskiyou,MacArthur-Hat Creek,Siskiyou
619,DAU15446,DAU15446,154,46,DAU15446 : Feather River - Sierra,Feather River,Sierra
621,DAU24154,DAU24154,241,54,DAU24154 : Tulare Lake - Tulare,Tulare Lake,Tulare
622,DAU23654,DAU23654,236,54,DAU23654 : Consolidated - Tulare,Consolidated,Tulare
624,DAU04927,DAU04927,49,27,DAU04927 : East Side - Monterey,East Side,Monterey
625,DAU40549,DAU40549,405,49,DAU40549 : Dry Creek - Sonoma,Dry Creek,Sonoma
628,DAU07642,DAU07642,76,42,DAU07642 : Cuyama Valley-SB - Santa Barbara,Cuyama Valley-SB,Santa Barbara
629,DAU26829,DAU26829,268,29,DAU26829 : Truckee-Tahoe - Nevada,Truckee-Tahoe,Nevada
636,DAU35137,DAU35137,351,37,DAU35137 : West Salton Sea - San Diego,West Salton Sea,San Diego
637,DAU06143,DAU06143,61,43,DAU06143 : Santa Cruz Mountains - Santa Clara,Santa Cruz Mountains,Santa Clara
639,DAU30819,DAU30819,308,19,DAU30819 : El Mirage - Los Angeles,El Mirage,Los Angeles
